opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,is_won,is_closed,cycle_days,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price
P3VM7655,Jonathan Berthelot,MG Advanced,Dontechi,Won,2017-02-25,2017-05-06,3281.0,True,True,70.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,MG,3393
5QU60VGE,Kami Bicknell,GTX Basic,Finjob,Lost,2017-02-25,2017-03-12,0.0,False,True,15.0,Summer Sewald,West,employment,1988.0,2059.9,3644.0,United States,,GTX,550
3CLBPMYZ,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,2017-02-25,2017-03-08,0.0,False,True,11.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,1096
G17JEA75,Kami Bicknell,MG Special,Rantouch,Won,2017-02-25,2017-03-11,59.0,True,True,14.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,MG,55
BGU0JJ9X,Marty Freudenburg,GTX Plus Basic,Scottech,Won,2017-02-25,2017-06-30,1081.0,True,True,125.0,Melvin Marxen,Central,marketing,2012.0,45.39,100.0,United States,Inity,GTX,1096
U02OIJGK,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,2017-02-25,2017-05-09,962.0,True,True,73.0,Melvin Marxen,Central,medical,1984.0,441.08,1210.0,United States,,GTX,1096
3N7ZXGMF,Niesha Huffines,GTX Plus Basic,Codehow,Won,2017-02-25,2017-03-06,1123.0,True,True,9.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,1096
0QHI3KG5,Reed Clapper,MG Advanced,Xx-zobam,Won,2017-02-25,2017-06-10,3075.0,True,True,105.0,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,MG,3393
0WWDVOM3,Rosalina Dieter,MG Special,Condax,Won,2017-02-25,2017-05-09,50.0,True,True,73.0,Celia Rouche,West,medical,2017.0,4.54,9.0,United States,,MG,55
QPPUCKFM,Rosalina Dieter,MG Special,Dalttechnology,Won,2017-02-25,2017-03-06,47.0,True,True,9.0,Celia Rouche,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55
VGE4M1C9,Versie Hillebrand,MG Special,Globex Corporation,Lost,2017-02-25,2017-03-08,0.0,False,True,11.0,Dustin Brinkmann,Central,technolgy,2000.0,1223.72,2497.0,Norway,,MG,55
56XQOTXV,Versie Hillebrand,GTX Plus Pro,Betatech,Won,2017-02-25,2017-05-17,4494.0,True,True,81.0,Dustin Brinkmann,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,5482
1JC9DMNJ,Vicki Laflamme,MG Special,Hottechi,Lost,2017-02-25,2017-05-06,0.0,False,True,70.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,MG,55
AK2LRFXF,Vicki Laflamme,MG Special,Singletechno,Won,2017-02-25,2017-03-11,61.0,True,True,14.0,Celia Rouche,West,retail,1996.0,2214.94,5374.0,United States,,MG,55
UCK7JRXG,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-02-25,2017-05-13,3418.0,True,True,77.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,MG,3393
GVYF29NM,Violet Mclelland,MG Advanced,,Engaging,2017-02-25,,,False,False,,Cara Losch,East,,,,,,,MG,3393
DN6SG3US,Wilburn Farren,GTX Plus Pro,,Engaging,2017-02-25,,,False,False,,Cara Losch,East,,,,,,,GTX,5482
WM30CUBE,Wilburn Farren,MG Advanced,Konex,Won,2017-02-25,2017-06-02,3336.0,True,True,97.0,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,MG,3393
EW28ZONV,Zane Levy,GTX Plus Basic,,Engaging,2017-02-25,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,2017-02-26,2017-03-16,0.0,False,True,18.0,Dustin Brinkmann,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,550
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,2017-02-26,2017-03-13,4766.0,True,True,15.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,5482
4Q4CLZCH,Corliss Cosme,MG Advanced,Plussunin,Lost,2017-02-26,2017-06-10,0.0,False,True,104.0,Cara Losch,East,retail,2003.0,1419.98,4018.0,United States,,MG,3393
YQ24IWRQ,Daniell Hammack,GTX Basic,Ganjaflex,Won,2017-02-26,2017-05-27,592.0,True,True,90.0,Rocco Neubert,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,550
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,2017-02-26,2017-06-01,0.0,False,True,95.0,Rocco Neubert,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,550
FRB34F3W,Elease Gluck,MG Special,Green-Plus,Lost,2017-02-26,2017-05-24,0.0,False,True,87.0,Celia Rouche,West,services,2003.0,692.19,1922.0,United States,,MG,55
CGEHFK9N,Gladys Colclough,GTX Pro,Treequote,Lost,2017-02-26,2017-05-29,0.0,False,True,92.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,4821
4A189ZAB,Gladys Colclough,GTX Pro,Dontechi,Won,2017-02-26,2017-06-08,5142.0,True,True,102.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,GTX,4821
0HELH2Q0,James Ascencio,GTX Plus Basic,Cheers,Lost,2017-02-26,2017-05-29,0.0,False,True,92.0,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,1096
9E8A7MQ8,Kary Hendrixson,GTX Plus Pro,Blackzim,Engaging,2017-02-26,,,False,False,,Summer Sewald,West,retail,2009.0,497.11,1588.0,United States,,GTX,5482
HG5P21RO,Lajuana Vencill,MG Advanced,Gogozoom,Lost,2017-02-26,2017-05-08,0.0,False,True,71.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,3393
MGP9HCUL,Markita Hansen,GTX Plus Basic,Plexzap,Lost,2017-02-26,2017-06-16,0.0,False,True,110.0,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,GTX,1096
HVZMZW96,Maureen Marcano,GTX Plus Basic,,Engaging,2017-02-26,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
1H1YDS7C,Maureen Marcano,GTX Plus Basic,,Engaging,2017-02-26,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
FZC2J90W,Maureen Marcano,MG Advanced,Bluth Company,Engaging,2017-02-26,,,False,False,,Summer Sewald,West,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,MG,3393
XX84TIMO,Maureen Marcano,GTX Plus Basic,Faxquote,Lost,2017-02-26,2017-06-26,0.0,False,True,120.0,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,1096
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,2017-02-26,2017-05-03,0.0,False,True,66.0,Summer Sewald,West,services,1987.0,405.59,1179.0,Brazil,Warephase,MG,55
GBMHNLRO,Moses Frase,GTX Basic,Dontechi,Won,2017-02-26,2017-03-15,660.0,True,True,17.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,GTX,550
NAVG0P26,Moses Frase,GTX Basic,Rundofase,Won,2017-02-26,2017-05-26,443.0,True,True,89.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550
DK955UBP,Niesha Huffines,MG Special,Codehow,Lost,2017-02-26,2017-05-20,0.0,False,True,83.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55
0OOZE4GN,Rosie Papadopoulos,GTX Plus Pro,Zotware,Lost,2017-02-26,2017-03-03,0.0,False,True,5.0,Cara Losch,East,software,1979.0,4478.47,13809.0,United States,,GTX,5482
3P0T15VX,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,2017-02-26,2017-05-18,0.0,False,True,81.0,Cara Losch,East,medical,1996.0,439.21,792.0,United States,,MG,55
GK0A4IQW,Versie Hillebrand,MG Special,Domzoom,Won,2017-02-26,2017-06-18,61.0,True,True,112.0,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,MG,55
UI3DE2C4,Zane Levy,GTX Plus Basic,,Engaging,2017-02-26,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
UXJSIAVS,Zane Levy,GTX Plus Pro,Y-corporation,Won,2017-02-26,2017-03-14,4846.0,True,True,16.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,GTX,5482
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,2017-02-27,2017-06-04,574.0,True,True,97.0,Dustin Brinkmann,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550
J2SR2H1Y,Cassey Cress,GTX Basic,Ganjaflex,Lost,2017-02-27,2017-06-18,0.0,False,True,111.0,Rocco Neubert,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,550
4U5VTUJL,Cassey Cress,GTX Pro,Sumace,Lost,2017-02-27,2017-05-22,0.0,False,True,84.0,Rocco Neubert,East,retail,2000.0,167.89,493.0,Romania,,GTX,4821
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,2017-02-27,2017-05-03,497.0,True,True,65.0,Dustin Brinkmann,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,550
8JJY9B08,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2017-02-27,2017-05-04,0.0,False,True,66.0,Cara Losch,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,550
STTAXKIU,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-02-27,2017-05-30,5159.0,True,True,92.0,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,GTX,5482
25FUROM1,Daniell Hammack,GTX Plus Basic,Y-corporation,Engaging,2017-02-27,,,False,False,,Rocco Neubert,East,employment,1983.0,2871.35,9561.0,United States,,GTX,1096
PX4OW5SC,Darcel Schlecht,MG Special,Codehow,Lost,2017-02-27,2017-05-02,0.0,False,True,64.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55
87MEZS8G,Darcel Schlecht,GTX Pro,Conecom,Won,2017-02-27,2017-05-13,4311.0,True,True,75.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,4821
SLIWHUIM,Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-02-27,2017-05-22,609.0,True,True,84.0,Rocco Neubert,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,550
XBVFZ1IR,Gladys Colclough,GTX Plus Basic,Cancity,Won,2017-02-27,2017-06-24,1008.0,True,True,117.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,GTX,1096
7B3J333S,Gladys Colclough,GTX Pro,Zumgoity,Won,2017-02-27,2017-06-22,4458.0,True,True,115.0,Melvin Marxen,Central,medical,1984.0,441.08,1210.0,United States,,GTX,4821
9X2S0K15,Hayden Neloms,MG Advanced,,Engaging,2017-02-27,,,False,False,,Celia Rouche,West,,,,,,,MG,3393
3N9I1WH7,Hayden Neloms,MG Advanced,Plexzap,Won,2017-02-27,2017-05-26,2964.0,True,True,88.0,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,MG,3393
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,2017-02-27,2017-06-04,0.0,False,True,97.0,Summer Sewald,West,medical,2004.0,1618.89,3889.0,United States,,GTX,5482
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,2017-02-27,2017-06-05,3813.0,True,True,98.0,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,3393
L6KOBEBZ,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-02-27,2017-05-27,528.0,True,True,89.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550
Z2S4KUPO,Kary Hendrixson,GTX Plus Basic,Rantouch,Won,2017-02-27,2017-03-10,1173.0,True,True,11.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,1096
GIW1PN4L,Kary Hendrixson,GTX Pro,Kan-code,Won,2017-02-27,2017-06-19,3893.0,True,True,112.0,Summer Sewald,West,software,1982.0,11698.03,34288.0,United States,,GTX,4821
E57F5Z2K,Kary Hendrixson,GTX Pro,Sonron,Won,2017-02-27,2017-03-15,4678.0,True,True,16.0,Summer Sewald,West,telecommunications,1999.0,1699.85,5108.0,United States,,GTX,4821
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,2017-02-27,2017-06-01,530.0,True,True,94.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,550
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,2017-02-27,2017-03-14,0.0,False,True,15.0,Celia Rouche,West,marketing,2008.0,894.37,1593.0,Poland,,MG,55
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,2017-02-27,2017-06-27,29617.0,True,True,120.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,GTK,26768
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,2017-02-27,2017-05-09,1028.0,True,True,71.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,1096
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,2017-02-27,2017-06-28,2863.0,True,True,121.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,MG,3393
XRZVJPD5,Maureen Marcano,GTX Plus Basic,,Engaging,2017-02-27,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,2017-02-27,2017-06-28,4109.0,True,True,121.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,3393
OV60VIBB,Niesha Huffines,GTX Basic,Betatech,Lost,2017-02-27,2017-05-08,0.0,False,True,70.0,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,550
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,2017-02-27,2017-03-13,1106.0,True,True,14.0,Rocco Neubert,East,software,1982.0,11698.03,34288.0,United States,,GTX,1096
QDGUWTLU,Rosalina Dieter,MG Special,,Engaging,2017-02-27,,,False,False,,Celia Rouche,West,,,,,,,MG,55
FBSEA94D,Rosie Papadopoulos,MG Special,Bubba Gump,Won,2017-02-27,2017-06-30,53.0,True,True,123.0,Cara Losch,East,software,2002.0,987.39,2253.0,United States,,MG,55
EOB01PRO,Versie Hillebrand,MG Special,Globex Corporation,Won,2017-02-27,2017-05-14,47.0,True,True,76.0,Dustin Brinkmann,Central,technolgy,2000.0,1223.72,2497.0,Norway,,MG,55
5QC9H4C2,Violet Mclelland,MG Advanced,Kan-code,Won,2017-02-27,2017-05-23,3749.0,True,True,85.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,MG,3393
3HGQ3BOY,Violet Mclelland,MG Advanced,Ontomedia,Won,2017-02-27,2017-05-27,4204.0,True,True,89.0,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,MG,3393
CO6ZPH1W,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-02-28,2017-06-15,3986.0,True,True,107.0,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,MG,3393
M3WTE943,Daniell Hammack,GTX Pro,Donquadtech,Won,2017-02-28,2017-06-05,5105.0,True,True,97.0,Rocco Neubert,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,4821
X914SMX7,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2017-02-28,2017-06-22,516.0,True,True,114.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,GTX,550
1MCE2AOV,Darcel Schlecht,GTX Pro,Rundofase,Won,2017-02-28,2017-06-02,4407.0,True,True,94.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,4821
8061HKKB,Donn Cantrell,MG Advanced,Zathunicon,Won,2017-02-28,2017-06-19,3087.0,True,True,111.0,Rocco Neubert,East,retail,2010.0,71.12,144.0,United States,,MG,3393
T1HIH384,Gladys Colclough,GTX Plus Pro,Inity,Won,2017-02-28,2017-05-15,5331.0,True,True,76.0,Melvin Marxen,Central,marketing,1986.0,2403.58,8801.0,United States,,GTX,5482
FM2NX2GB,Hayden Neloms,MG Advanced,Condax,Won,2017-02-28,2017-05-05,4069.0,True,True,66.0,Celia Rouche,West,medical,2017.0,4.54,9.0,United States,,MG,3393
JSZZN48S,James Ascencio,GTX Plus Pro,,Engaging,2017-02-28,,,False,False,,Summer Sewald,West,,,,,,,GTX,5482
SJ45HNHM,James Ascencio,GTX Basic,Hatfan,Won,2017-02-28,2017-06-29,463.0,True,True,121.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,550
NYGZJYCJ,James Ascencio,GTX Plus Pro,Faxquote,Won,2017-02-28,2017-05-26,5625.0,True,True,87.0,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,5482
6MMFIIGE,Lajuana Vencill,GTX Basic,Rundofase,Won,2017-02-28,2017-06-15,524.0,True,True,107.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550
IJ817GQJ,Markita Hansen,GTX Basic,Cheers,Lost,2017-02-28,2017-05-12,0.0,False,True,73.0,Celia Rouche,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550
F2B62IW4,Maureen Marcano,MG Special,Bioplex,Engaging,2017-02-28,,,False,False,,Summer Sewald,West,medical,1991.0,326.82,1016.0,United States,,MG,55
PCRRS6JP,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,2017-02-28,2017-05-28,0.0,False,True,89.0,Dustin Brinkmann,Central,retail,2007.0,894.33,1635.0,Italy,,MG,55
NKL5SWX3,Reed Clapper,GTX Plus Basic,Zencorporation,Won,2017-02-28,2017-06-01,1161.0,True,True,93.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,GTX,1096
WVG1CIHX,Reed Clapper,GTX Plus Pro,Mathtouch,Won,2017-02-28,2017-06-03,6046.0,True,True,95.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,5482
7GRNFO6D,Versie Hillebrand,MG Special,Dontechi,Won,2017-02-28,2017-05-18,49.0,True,True,79.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,MG,55
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,2017-03-01,2017-05-28,51.0,True,True,88.0,Dustin Brinkmann,Central,technolgy,2005.0,1520.66,1806.0,United States,,MG,55
6HRIX06M,Anna Snelling,MG Advanced,Hottechi,Won,2017-03-01,2017-06-26,3415.0,True,True,117.0,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,MG,3393
DEHQTB8B,Boris Faz,MG Special,Kinnamplus,Engaging,2017-03-01,,,False,False,,Rocco Neubert,East,retail,2004.0,702.72,1831.0,United States,,MG,55
AM5YTMH3,Boris Faz,GTX Plus Basic,Kan-code,Won,2017-03-01,2017-03-10,1053.0,True,True,9.0,Rocco Neubert,East,software,1982.0,11698.03,34288.0,United States,,GTX,1096
2L5ZWLI7,Cassey Cress,GTX Plus Basic,Betasoloin,Lost,2017-03-01,2017-05-25,0.0,False,True,85.0,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,GTX,1096
6B6Q8C5S,Cassey Cress,GTX Pro,Donquadtech,Won,2017-03-01,2017-03-15,5068.0,True,True,14.0,Rocco Neubert,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,4821
DF4KYH5H,Cassey Cress,GTX Pro,Massive Dynamic,Won,2017-03-01,2017-06-30,4256.0,True,True,121.0,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,,GTX,4821
KVR52YDI,Corliss Cosme,GTX Pro,,Engaging,2017-03-01,,,False,False,,Cara Losch,East,,,,,,,GTX,4821
JTDV6H65,Darcel Schlecht,MG Advanced,Treequote,Lost,2017-03-01,2017-05-08,0.0,False,True,68.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393
O8JF46GT,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2017-03-01,2017-03-12,657.0,True,True,11.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,GTX,550
RK5Y67V6,Darcel Schlecht,MG Special,Stanredtax,Won,2017-03-01,2017-03-08,60.0,True,True,7.0,Melvin Marxen,Central,finance,1987.0,1698.2,3798.0,United States,,MG,55
COWOZH43,Donn Cantrell,GTX Basic,Opentech,Lost,2017-03-01,2017-05-29,0.0,False,True,89.0,Rocco Neubert,East,finance,1994.0,355.23,853.0,United States,,GTX,550
DGIYD342,Elease Gluck,GTX Plus Pro,Hottechi,Lost,2017-03-01,2017-05-10,0.0,False,True,70.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,5482
JSSGVBVS,Garret Kinder,GTX Basic,Silis,Lost,2017-03-01,2017-05-05,0.0,False,True,65.0,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,GTX,550
V28NVD6A,Garret Kinder,GTX Basic,Plussunin,Won,2017-03-01,2017-05-01,629.0,True,True,61.0,Cara Losch,East,retail,2003.0,1419.98,4018.0,United States,,GTX,550
I1IAVDQM,Gladys Colclough,MG Advanced,Hottechi,Lost,2017-03-01,2017-05-23,0.0,False,True,83.0,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,MG,3393
4MC584U5,Gladys Colclough,MG Advanced,Treequote,Won,2017-03-01,2017-06-02,4082.0,True,True,93.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393
MCYLHUCZ,Lajuana Vencill,GTX Plus Basic,Rundofase,Won,2017-03-01,2017-05-31,1044.0,True,True,91.0,Dustin Brinkmann,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,1096
5E4DTWHV,Marty Freudenburg,MG Advanced,Inity,Lost,2017-03-01,2017-06-11,0.0,False,True,102.0,Melvin Marxen,Central,marketing,1986.0,2403.58,8801.0,United States,,MG,3393
1VUBYV53,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-03-01,2017-03-21,1025.0,True,True,20.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,1096
W03CXYET,Moses Frase,GTX Basic,Streethex,Won,2017-03-01,2017-06-17,465.0,True,True,108.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,550
LZVFFQLN,Moses Frase,MG Special,Konmatfix,Won,2017-03-01,2017-06-14,50.0,True,True,105.0,Dustin Brinkmann,Central,marketing,1985.0,375.43,1190.0,United States,,MG,55
MFV0C5RN,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Won,2017-03-01,2017-03-09,5548.0,True,True,8.0,Rocco Neubert,East,finance,1993.0,646.1,883.0,United States,Golddex,GTX,5482
A1WZEK7U,Reed Clapper,MG Advanced,Kan-code,Won,2017-03-01,2017-06-03,3558.0,True,True,94.0,Rocco Neubert,East,software,1982.0,11698.03,34288.0,United States,,MG,3393
516FJUNB,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-03-01,2017-03-07,3959.0,True,True,6.0,Celia Rouche,West,retail,1996.0,2214.94,5374.0,United States,,MG,3393
PE8DK02A,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-01,2017-03-17,49.0,True,True,16.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,MG,55
10NTPQUY,Versie Hillebrand,MG Special,Warephase,Won,2017-03-01,2017-06-16,50.0,True,True,107.0,Dustin Brinkmann,Central,services,1997.0,2041.73,5276.0,United States,,MG,55
X2EXSMPR,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-03-01,2017-03-08,523.0,True,True,7.0,Celia Rouche,West,finance,1993.0,7537.24,20293.0,United States,,GTX,550
JCFQVIEG,Vicki Laflamme,GTX Plus Basic,Zoomit,Won,2017-03-01,2017-06-01,1086.0,True,True,92.0,Celia Rouche,West,entertainment,1992.0,324.19,978.0,United States,,GTX,1096
XIWKGJOW,Vicki Laflamme,GTX Pro,Goodsilron,Won,2017-03-01,2017-03-09,4445.0,True,True,8.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,GTX,4821
STT3X4NB,Violet Mclelland,GTX Basic,Xx-holding,Engaging,2017-03-01,,,False,False,,Cara Losch,East,finance,1993.0,7537.24,20293.0,United States,,GTX,550
DHGLWIDZ,Violet Mclelland,GTX Pro,Umbrella Corporation,Won,2017-03-01,2017-06-24,4756.0,True,True,115.0,Cara Losch,East,finance,1998.0,2022.14,5113.0,United States,,GTX,4821
74VGCEEW,Violet Mclelland,MG Special,Gekko & Co,Won,2017-03-01,2017-06-19,67.0,True,True,110.0,Cara Losch,East,retail,1990.0,2520.83,3502.0,United States,,MG,55
MXTAIS4Q,Wilburn Farren,MG Advanced,Iselectrics,Won,2017-03-01,2017-06-09,3783.0,True,True,100.0,Cara Losch,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,MG,3393
XRDF1NAB,Zane Levy,GTX Pro,,Engaging,2017-03-01,,,False,False,,Summer Sewald,West,,,,,,,GTX,4821
YP8QKKEZ,Zane Levy,GTX Basic,Doncon,Lost,2017-03-01,2017-05-31,0.0,False,True,91.0,Summer Sewald,West,technolgy,2010.0,587.72,1501.0,United States,,GTX,550
3TSOEM5K,Zane Levy,GTX Plus Pro,Rantouch,Lost,2017-03-01,2017-06-27,0.0,False,True,118.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,5482
G7RCJBVL,Anna Snelling,MG Advanced,Dontechi,Lost,2017-03-02,2017-05-31,0.0,False,True,90.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,MG,3393
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,2017-03-02,2017-03-12,522.0,True,True,10.0,Dustin Brinkmann,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,550
Q16BQCEL,Boris Faz,GTX Plus Basic,Kinnamplus,Won,2017-03-02,2017-03-18,1001.0,True,True,16.0,Rocco Neubert,East,retail,2004.0,702.72,1831.0,United States,,GTX,1096
9924I5ZF,Cecily Lampkin,GTX Plus Pro,Betatech,Won,2017-03-02,2017-05-25,5728.0,True,True,84.0,Dustin Brinkmann,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,5482
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2017-03-02,2017-06-19,4856.0,True,True,109.0,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482
AAEUN73V,Darcel Schlecht,GTX Pro,Cancity,Won,2017-03-02,2017-05-26,5570.0,True,True,85.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,GTX,4821
32LY2D1K,Darcel Schlecht,MG Advanced,Conecom,Won,2017-03-02,2017-05-26,3647.0,True,True,85.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,MG,3393
S2UWELRW,Donn Cantrell,GTX Basic,Mathtouch,Won,2017-03-02,2017-06-11,487.0,True,True,101.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,550
